id,stage,accuracy,completeness,innovation,difficulty,n_user_messages,n_internet_resources,time_to_complete_sec,cohort,assignment,llm_experience
63,magnification,4,2,0,6.0,0.0,11.0,1125.0,expert,internet_only,Used a few times
63,formulation,5,4,0,7.0,0.0,22.0,1857.0,expert,internet_only,Used a few times
63,release,3,1,0,5.0,0.0,10.0,522.0,expert,internet_only,Used a few times
64,ideation,8,2,1,3.0,0.0,18.0,1195.0,expert,internet_only,Never used
64,acquisition,6,6,2,4.0,0.0,23.0,2862.0,expert,internet_only,Never used
64,magnification,4,3,0,1.0,0.0,14.0,778.0,expert,internet_only,Never used
64,formulation,8,3,1,5.0,0.0,15.0,2646.0,expert,internet_only,Never used
64,release,3,2,1,3.0,0.0,9.0,1385.0,expert,internet_only,Never used
65,ideation,9,8,2,6.0,6.0,0.0,948.0,expert,llm_internet,Use at least once every few weeks
65,acquisition,3,8,0,4.0,6.0,2.0,924.0,expert,llm_internet,Use at least once every few weeks
65,magnification,7,4,0,2.0,4.0,0.0,1782.0,expert,llm_internet,Use at least once every few weeks
65,formulation,3,4,0,7.0,4.0,0.0,1117.0,expert,llm_internet,Use at least once every few weeks
65,release,3,1,0,1.0,5.0,0.0,727.0,expert,llm_internet,Use at least once every few weeks
66,ideation,8,4,1,5.0,4.0,43.0,1449.0,student,llm_internet,Never used
66,acquisition,1,4,0,6.0,6.0,28.0,3765.0,student,llm_internet,Never used
66,magnification,4,2,0,3.0,10.0,8.0,3944.0,student,llm_internet,Never used
66,formulation,4,1,0,8.0,6.0,12.0,1763.0,student,llm_internet,Never used
66,release,4,0,1,4.0,0.0,6.0,1369.0,student,llm_internet,Never used
67,ideation,8,6,2,9.0,0.0,0.0,3198.0,expert,llm_internet,Never used
67,acquisition,6,5,1,5.0,0.0,2.0,1618.0,expert,llm_internet,Never used
67,magnification,3,0,0,5.0,13.0,7.0,5054.0,expert,llm_internet,Never used
67,formulation,3,3,2,3.0,,,,expert,llm_internet,Never used
67,release,3,2,1,3.0,0.0,4.0,1482.0,expert,llm_internet,Never used
68,ideation,2,7,1,4.0,0.0,33.0,3003.0,student,internet_only,Used a few times
68,acquisition,1,4,0,6.0,0.0,57.0,4335.0,student,internet_only,Used a few times
68,magnification,1,0,0,1.0,0.0,13.0,1776.0,student,internet_only,Used a few times
68,formulation,4,2,0,2.0,0.0,11.0,1490.0,student,internet_only,Used a few times
68,release,3,2,0,1.0,0.0,8.0,710.0,student,internet_only,Used a few times
69,ideation,8,6,2,5.0,0.0,11.0,1423.0,student,internet_only,Used a few times
69,acquisition,5,6,1,3.0,0.0,40.0,5826.0,student,internet_only,Used a few times
69,magnification,2,4,2,3.0,0.0,20.0,2720.0,student,internet_only,Used a few times
69,formulation,4,4,2,3.0,0.0,9.0,1249.0,student,internet_only,Used a few times
69,release,3,3,0,2.0,0.0,5.0,583.0,student,internet_only,Used a few times
70,ideation,9,5,2,10.0,0.0,5.0,1277.0,student,internet_only,Used a few times
70,acquisition,2,10,0,5.0,0.0,5.0,1579.0,student,internet_only,Used a few times
70,magnification,1,0,0,4.0,0.0,8.0,2190.0,student,internet_only,Used a few times
70,formulation,1,3,0,7.0,0.0,4.0,1893.0,student,internet_only,Used a few times
70,release,2,1,0,2.0,0.0,12.0,3737.0,student,internet_only,Used a few times
71,ideation,8,5,0,4.0,0.0,23.0,2078.0,expert,internet_only,Used a few times
71,acquisition,6,2,0,7.0,0.0,26.0,3699.0,expert,internet_only,Used a few times
71,magnification,5,5,0,3.0,0.0,8.0,7497.0,expert,internet_only,Used a few times
71,formulation,1,1,0,3.0,0.0,7.0,919.0,expert,internet_only,Used a few times
71,release,3,1,0,1.0,0.0,5.0,359.0,expert,internet_only,Used a few times
72,ideation,10,3,0,5.0,0.0,3.0,867.0,student,internet_only,Use at least once every few weeks
72,acquisition,2,2,0,9.0,0.0,2.0,1446.0,student,internet_only,Use at least once every few weeks
72,magnification,3,1,0,4.0,0.0,2.0,403.0,student,internet_only,Use at least once every few weeks
72,formulation,3,2,0,8.0,0.0,3.0,2030.0,student,internet_only,Use at least once every few weeks
72,release,3,1,0,3.0,0.0,1.0,214.0,student,internet_only,Use at least once every few weeks
73,ideation,7,4,2,10.0,32.0,25.0,4074.0,expert,llm_internet,Use at least once every few weeks
73,acquisition,6,6,0,9.0,6.0,19.0,1715.0,expert,llm_internet,Use at least once every few weeks
73,magnification,5,2,0,8.0,4.0,16.0,1136.0,expert,llm_internet,Use at least once every few weeks
73,formulation,8,2,0,5.0,7.0,30.0,1036.0,expert,llm_internet,Use at least once every few weeks
73,release,8,2,0,5.0,0.0,33.0,2720.0,expert,llm_internet,Use at least once every few weeks
74,ideation,7,3,0,6.0,0.0,29.0,2075.0,expert,internet_only,Never used
74,acquisition,2,3,0,3.0,,,,expert,internet_only,Never used
74,magnification,3,2,0,6.0,0.0,23.0,1481.0,expert,internet_only,Never used
74,formulation,4,2,0,8.0,0.0,18.0,1192.0,expert,internet_only,Never used
74,release,2,4,1,1.0,0.0,43.0,3415.0,expert,internet_only,Never used
75,ideation,10,3,0,6.0,4.0,8.0,1361.0,student,llm_internet,Used a few times
75,acquisition,1,5,0,9.0,5.0,11.0,3792.0,student,llm_internet,Used a few times
75,magnification,3,1,0,9.0,2.0,3.0,2444.0,student,llm_internet,Used a few times
75,formulation,1,0,0,7.0,4.0,10.0,2907.0,student,llm_internet,Used a few times
75,release,3,1,0,3.0,4.0,4.0,764.0,student,llm_internet,Used a few times
76,ideation,10,6,0,3.0,11.0,8.0,2198.0,expert,llm_internet,Never used
76,acquisition,8,10,2,10.0,12.0,23.0,3581.0,expert,llm_internet,Never used
76,magnification,9,10,4,7.0,9.0,16.0,2098.0,expert,llm_internet,Never used
76,formulation,7,7,0,5.0,6.0,11.0,1592.0,expert,llm_internet,Never used
76,release,2,4,0,4.0,12.0,24.0,3000.0,expert,llm_internet,Never used
77,ideation,0,4,0,2.0,0.0,19.0,2136.0,expert,internet_only,Never used
77,acquisition,1,8,1,7.0,0.0,16.0,2579.0,expert,internet_only,Never used
77,magnification,5,4,0,3.0,0.0,19.0,4381.0,expert,internet_only,Never used
77,formulation,5,2,2,4.0,0.0,19.0,2927.0,expert,internet_only,Never used
77,release,3,1,0,2.0,0.0,16.0,1133.0,expert,internet_only,Never used
78,ideation,8,5,2,4.0,8.0,23.0,3245.0,student,llm_internet,Use almost every day
78,acquisition,2,1,0,8.0,20.0,23.0,3342.0,student,llm_internet,Use almost every day
78,magnification,8,4,0,2.0,10.0,5.0,4043.0,student,llm_internet,Use almost every day
78,formulation,6,2,2,1.0,7.0,3.0,987.0,student,llm_internet,Use almost every day
78,release,2,1,0,1.0,1.0,1.0,873.0,student,llm_internet,Use almost every day
79,ideation,10,1,0,1.0,0.0,2.0,631.0,student,internet_only,Use almost every day
79,acquisition,6,5,0,8.0,0.0,3.0,2664.0,student,internet_only,Use almost every day
79,magnification,1,0,0,5.0,0.0,6.0,1345.0,student,internet_only,Use almost every day
79,formulation,1,0,0,10.0,0.0,18.0,2694.0,student,internet_only,Use almost every day
79,release,2,1,0,4.0,0.0,4.0,876.0,student,internet_only,Use almost every day
80,ideation,10,3,2,1.0,0.0,19.0,1901.0,expert,internet_only,Used a few times
80,acquisition,1,2,0,9.0,0.0,36.0,3607.0,expert,internet_only,Used a few times
80,magnification,3,1,0,9.0,0.0,33.0,2793.0,expert,internet_only,Used a few times
80,formulation,3,1,2,5.0,0.0,18.0,2161.0,expert,internet_only,Used a few times
80,release,2,1,0,1.0,0.0,14.0,1024.0,expert,internet_only,Used a few times
81,ideation,7,3,1,4.0,14.0,8.0,1237.0,expert,llm_internet,Use at least once every few weeks
81,acquisition,1,0,0,3.0,7.0,7.0,1590.0,expert,llm_internet,Use at least once every few weeks
81,magnification,3,3,0,2.0,15.0,12.0,2221.0,expert,llm_internet,Use at least once every few weeks
81,formulation,4,0,2,2.0,11.0,7.0,1899.0,expert,llm_internet,Use at least once every few weeks
81,release,3,4,1,2.0,11.0,21.0,2186.0,expert,llm_internet,Use at least once every few weeks
82,ideation,8,4,1,9.0,0.0,5.0,1511.0,student,llm_internet,Use at least once every few weeks
82,acquisition,4,5,0,9.0,0.0,8.0,2239.0,student,llm_internet,Use at least once every few weeks
82,magnification,5,0,0,2.0,0.0,4.0,1422.0,student,llm_internet,Use at least once every few weeks
82,formulation,6,6,0,4.0,0.0,0.0,2880.0,student,llm_internet,Use at least once every few weeks
82,release,3,3,0,2.0,0.0,2.0,887.0,student,llm_internet,Use at least once every few weeks
83,ideation,9,6,2,4.0,7.0,18.0,3641.0,expert,llm_internet,Never used
83,acquisition,1,2,0,9.0,8.0,22.0,3553.0,expert,llm_internet,Never used
83,magnification,5,3,0,3.0,9.0,3.0,2941.0,expert,llm_internet,Never used
83,formulation,6,4,0,3.0,4.0,8.0,2184.0,expert,llm_internet,Never used
83,release,3,3,0,2.0,3.0,0.0,1466.0,expert,llm_internet,Never used
84,ideation,7,1,3,5.0,0.0,0.0,186.0,expert,internet_only,Never used
84,acquisition,2,2,1,10.0,0.0,3.0,730.0,expert,internet_only,Never used
84,magnification,2,1,1,9.0,0.0,0.0,44.0,expert,internet_only,Never used
84,formulation,1,1,0,10.0,0.0,4.0,5926.0,expert,internet_only,Never used
84,release,4,1,0,1.0,0.0,0.0,69.0,expert,internet_only,Never used
85,ideation,0,3,1,5.0,0.0,19.0,1973.0,expert,internet_only,Never used
85,acquisition,3,8,1,4.0,0.0,31.0,2664.0,expert,internet_only,Never used
85,magnification,3,2,0,2.0,0.0,14.0,1511.0,expert,internet_only,Never used
85,formulation,5,2,2,1.0,0.0,9.0,753.0,expert,internet_only,Never used
85,release,2,5,1,3.0,0.0,33.0,3130.0,expert,internet_only,Never used
86,ideation,10,2,2,1.0,6.0,0.0,906.0,expert,llm_internet,Used a few times
86,acquisition,6,6,0,1.0,3.0,0.0,767.0,expert,llm_internet,Used a few times
86,magnification,5,5,2,2.0,7.0,0.0,1223.0,expert,llm_internet,Used a few times
86,formulation,9,3,2,4.0,5.0,0.0,793.0,expert,llm_internet,Used a few times
86,release,2,1,1,1.0,3.0,0.0,2088.0,expert,llm_internet,Used a few times
87,ideation,8,5,1,1.0,0.0,4.0,1408.0,expert,internet_only,Never used
87,acquisition,9,8,0,4.0,0.0,34.0,3344.0,expert,internet_only,Never used
87,magnification,3,2,0,2.0,0.0,4.0,1312.0,expert,internet_only,Never used
87,formulation,4,2,2,5.0,0.0,12.0,1702.0,expert,internet_only,Never used
87,release,3,2,0,3.0,0.0,14.0,1822.0,expert,internet_only,Never used
88,ideation,10,7,2,3.0,0.0,18.0,1956.0,expert,internet_only,Never used
88,acquisition,1,6,0,8.0,0.0,29.0,3650.0,expert,internet_only,Never used
88,magnification,4,5,0,1.0,0.0,10.0,3416.0,expert,internet_only,Never used
88,formulation,4,3,0,1.0,0.0,11.0,827.0,expert,internet_only,Never used
88,release,3,4,0,2.0,0.0,14.0,2449.0,expert,internet_only,Never used
89,ideation,9,5,1,8.0,1.0,13.0,4269.0,expert,llm_internet,Used a few times
89,acquisition,2,6,1,8.0,2.0,8.0,3971.0,expert,llm_internet,Used a few times
89,magnification,5,3,0,4.0,0.0,12.0,2086.0,expert,llm_internet,Used a few times
89,formulation,4,5,4,3.0,1.0,10.0,2495.0,expert,llm_internet,Used a few times
89,release,3,4,0,4.0,0.0,22.0,2224.0,expert,llm_internet,Used a few times
90,ideation,8,8,2,8.0,0.0,30.0,4071.0,expert,internet_only,Never used
90,acquisition,3,6,0,10.0,0.0,50.0,2811.0,expert,internet_only,Never used
90,magnification,0,0,0,10.0,0.0,0.0,43.0,expert,internet_only,Never used
90,formulation,5,1,0,5.0,0.0,52.0,4773.0,expert,internet_only,Never used
90,release,4,1,0,3.0,0.0,38.0,3287.0,expert,internet_only,Never used
91,ideation,8,3,3,2.0,5.0,3.0,1832.0,expert,llm_internet,Never used
91,acquisition,1,7,0,3.0,4.0,18.0,2650.0,expert,llm_internet,Never used
91,magnification,5,1,1,1.0,2.0,2.0,2240.0,expert,llm_internet,Never used
91,formulation,4,3,2,10.0,2.0,10.0,2627.0,expert,llm_internet,Never used
91,release,4,3,0,3.0,5.0,11.0,4389.0,expert,llm_internet,Never used
92,ideation,10,9,5,5.0,0.0,22.0,2501.0,expert,internet_only,Never used
92,acquisition,8,5,1,6.0,0.0,16.0,2169.0,expert,internet_only,Never used
92,magnification,5,5,0,1.0,0.0,7.0,2927.0,expert,internet_only,Never used
92,formulation,3,4,2,7.0,0.0,44.0,2253.0,expert,internet_only,Never used
92,release,3,2,0,1.0,0.0,9.0,1869.0,expert,internet_only,Never used
93,ideation,8,7,0,2.0,14.0,12.0,3981.0,student,llm_internet,Use at least once every few weeks
93,acquisition,5,7,1,5.0,9.0,25.0,3570.0,student,llm_internet,Use at least once every few weeks
93,magnification,5,3,0,2.0,4.0,4.0,1945.0,student,llm_internet,Use at least once every few weeks
93,formulation,6,2,0,1.0,2.0,3.0,1130.0,student,llm_internet,Use at least once every few weeks
93,release,3,3,0,2.0,2.0,11.0,1306.0,student,llm_internet,Use at least once every few weeks
94,ideation,0,8,3,7.0,4.0,1.0,1725.0,expert,llm_internet,Never used
94,acquisition,9,7,1,3.0,4.0,33.0,4809.0,expert,llm_internet,Never used
94,magnification,3,2,0,1.0,2.0,9.0,868.0,expert,llm_internet,Never used
94,formulation,8,4,2,3.0,0.0,13.0,1240.0,expert,llm_internet,Never used
94,release,3,2,0,2.0,19.0,0.0,1937.0,expert,llm_internet,Never used
95,ideation,0,4,0,6.0,0.0,14.0,977.0,expert,internet_only,Never used
95,acquisition,0,2,0,10.0,0.0,24.0,3897.0,expert,internet_only,Never used
95,magnification,4,3,0,9.0,0.0,19.0,3746.0,expert,internet_only,Never used
95,formulation,4,3,0,6.0,0.0,11.0,2603.0,expert,internet_only,Never used
95,release,3,3,0,8.0,0.0,15.0,1815.0,expert,internet_only,Never used
96,ideation,8,4,2,5.0,0.0,29.0,1183.0,expert,internet_only,Never used
96,acquisition,9,4,1,7.0,0.0,33.0,3372.0,expert,internet_only,Never used
96,magnification,4,3,0,1.0,0.0,9.0,1170.0,expert,internet_only,Never used
96,formulation,6,3,2,4.0,0.0,13.0,2934.0,expert,internet_only,Never used
96,release,4,1,1,3.0,0.0,16.0,1538.0,expert,internet_only,Never used
97,ideation,0,5,0,6.0,15.0,21.0,2180.0,student,llm_internet,Use at least once every few weeks
97,acquisition,3,5,0,8.0,17.0,31.0,2699.0,student,llm_internet,Use at least once every few weeks
97,magnification,1,2,0,2.0,8.0,14.0,1492.0,student,llm_internet,Use at least once every few weeks
97,formulation,1,2,2,3.0,16.0,15.0,2983.0,student,llm_internet,Use at least once every few weeks
97,release,2,4,2,5.0,25.0,15.0,2748.0,student,llm_internet,Use at least once every few weeks
98,ideation,10,7,3,8.0,0.0,31.0,3025.0,expert,internet_only,Never used
98,acquisition,1,4,0,6.0,0.0,38.0,2188.0,expert,internet_only,Never used
98,magnification,5,0,0,2.0,0.0,14.0,2330.0,expert,internet_only,Never used
98,formulation,5,2,0,7.0,0.0,14.0,1446.0,expert,internet_only,Never used
98,release,6,2,0,1.0,0.0,28.0,1904.0,expert,internet_only,Never used
99,ideation,8,7,2,2.0,18.0,27.0,2837.0,student,llm_internet,Use almost every day
99,acquisition,1,6,0,6.0,5.0,7.0,2187.0,student,llm_internet,Use almost every day
99,magnification,1,3,0,5.0,5.0,16.0,2614.0,student,llm_internet,Use almost every day
99,formulation,4,3,0,6.0,4.0,14.0,1699.0,student,llm_internet,Use almost every day
99,release,3,1,0,1.0,2.0,3.0,881.0,student,llm_internet,Use almost every day
